source_image,spot_id,A sample of Background cells,A sample of B cells,A sample of Macrophages/Monocytes cells,A sample of Adipocytes cells,A sample of Dendritic cells,A sample of T cells,A sample of Granulocytes cells,A sample of NK cells,A sample of Nerves cells,A sample of Plasma cells,A sample of Smooth muscle cells,A sample of Stroma cells,A sample of Tumor cells,A sample of Vasculature/Lymphatics cells,A sample of Other cells
reg028_B_patch.tiff,patch_47,19.822886,19.530245,19.216627,20.933455,18.908636,20.282545,19.373661,18.424719,23.352768,19.021664,17.878336,19.425846,19.51448,23.39932,22.814316
reg029_A_cell.tiff,cell_0,21.579824,21.821926,19.507261,21.819698,20.957912,21.04172,20.61994,21.611525,19.905348,19.916864,17.447279,21.948631,20.813002,19.954075,23.261679
reg029_A_cell.tiff,cell_1,19.831783,18.661602,15.788842,17.450457,18.678917,18.66597,16.034624,18.401419,20.973726,16.299288,17.410278,20.821112,20.051128,19.362226,21.886581
reg029_A_cell.tiff,cell_2,21.108034,20.967796,18.362528,19.504139,20.449865,19.760178,19.158247,19.53964,21.198,18.641094,16.3524,21.709051,20.061907,21.826101,22.867558
reg029_A_cell.tiff,cell_3,21.611355,19.045494,18.258768,18.477777,19.360006,18.909943,18.968266,18.855291,21.504496,18.019653,16.99299,20.615648,20.301708,20.82814,23.422836
reg029_A_cell.tiff,cell_4,20.896803,18.514881,17.669764,20.311308,17.771622,18.2763,17.58262,18.380959,21.323746,17.535563,16.506388,20.284138,19.852007,20.137058,22.12406
reg029_A_cell.tiff,cell_5,21.359201,18.275816,17.76046,16.751196,18.270828,18.285192,19.005974,18.075718,21.147926,16.350302,18.042728,21.25474,19.862411,21.079384,23.66765
reg029_A_cell.tiff,cell_6,21.19307,17.971552,18.906992,15.450437,18.397266,19.162468,18.510122,19.682465,20.613253,18.015995,16.880182,20.538832,21.648535,20.190468,23.953604
reg029_A_cell.tiff,cell_7,20.707878,17.229252,18.728302,15.26778,17.518248,17.796007,19.270885,18.84888,20.600168,17.294987,15.8327,19.840946,20.673882,20.207834,23.332438
reg029_A_cell.tiff,cell_8,20.905666,17.87148,18.103798,19.588713,18.028912,17.965134,19.12493,18.10634,22.683743,17.225088,18.715605,21.151024,19.955563,22.45456,23.449022
reg029_A_cell.tiff,cell_9,19.717146,16.72839,17.649712,16.9855,16.634903,16.69175,18.334492,17.339582,20.619781,16.737223,16.38283,19.327461,19.291,20.965824,22.359402
reg029_A_cell.tiff,cell_10,21.090778,19.090548,18.012936,21.348732,18.270628,18.761587,18.161015,18.434765,21.809813,17.824316,17.04672,21.238827,20.019825,20.67899,22.612936
reg029_A_cell.tiff,cell_11,21.213795,19.313951,17.570663,19.984163,17.72071,18.81708,18.199398,18.134989,21.07296,17.676031,16.801184,21.831387,19.862364,20.960505,22.62257
reg029_A_cell.tiff,cell_13,20.511646,18.390135,17.527393,13.339484,17.977396,20.181917,17.272392,21.340017,19.383675,19.774906,17.15229,18.589134,21.422432,18.213032,23.28532
reg029_A_cell.tiff,cell_14,20.251802,17.473694,16.379341,14.45235,18.169579,18.982315,16.138302,20.35815,19.04433,18.07149,16.14288,19.694315,21.0949,18.61294,23.189192
reg029_A_cell.tiff,cell_15,19.78375,16.58948,16.25077,14.764231,16.616417,17.707024,16.318369,18.371317,19.00893,16.453379,16.020834,19.792221,20.04518,19.264095,22.724012
reg029_A_cell.tiff,cell_16,21.774513,20.703382,20.891428,16.516249,19.92729,20.908789,20.582407,21.080652,21.150505,20.933386,17.37864,20.715858,21.695278,22.085764,24.056757
reg029_A_cell.tiff,cell_17,19.75434,16.710752,17.456268,20.602901,15.747316,16.954485,17.872593,16.701746,22.823559,16.585756,17.557106,21.116705,18.649632,21.73596,22.914001
reg029_A_cell.tiff,cell_18,20.76019,20.340357,18.047434,21.537317,19.267487,19.793297,18.357426,18.893494,23.336773,18.61501,20.031445,21.681143,20.440838,23.291016,22.893364
reg029_A_cell.tiff,cell_19,19.113636,19.533648,17.345558,19.682653,16.821203,18.196135,17.610432,17.438549,22.464922,18.255411,19.37188,22.186062,19.169191,23.923355,22.76264
reg029_A_cell.tiff,cell_20,22.170025,19.217117,17.717262,20.385674,16.98254,21.369501,17.553646,18.645824,24.280518,18.521374,23.657864,23.34798,20.995716,22.159376,24.18752
reg029_A_cell.tiff,cell_21,20.189093,17.78491,15.459797,16.440796,16.225992,19.618956,15.165736,18.948782,21.24593,17.541256,20.222486,20.365463,20.619284,19.7702,23.85962
reg029_A_cell.tiff,cell_22,21.39683,19.210583,18.282558,17.254742,19.741495,19.816227,18.792377,20.530046,21.20901,19.33329,18.248137,21.778305,22.21972,20.634308,23.969341
reg029_A_cell.tiff,cell_23,20.693779,18.422707,17.6681,20.97584,18.11593,18.125734,18.298367,17.959993,22.070547,17.134453,16.508162,20.391562,19.215563,20.64018,22.250025
reg029_A_cell.tiff,cell_24,20.364977,18.310352,17.75692,20.814777,17.20674,18.331919,17.815598,17.934383,22.69266,17.375275,17.692183,21.036106,19.425373,21.223272,22.659433
reg029_A_cell.tiff,cell_25,21.670105,17.054274,19.068296,16.75764,17.349339,18.869287,18.718863,18.881855,20.483164,17.577164,15.513084,19.4269,21.016373,20.221634,23.630356
reg029_A_cell.tiff,cell_26,20.75283,16.395462,17.676003,18.000154,16.756624,16.98568,19.125694,17.427053,22.28408,17.023228,18.92082,20.508728,19.77799,22.32643,23.503092
reg029_A_cell.tiff,cell_27,20.477467,18.076153,18.578459,19.317566,16.880775,18.134766,18.468746,17.851433,21.129961,17.5521,16.41842,20.92328,19.39232,21.200369,22.31884
reg029_A_cell.tiff,cell_28,21.035099,17.942614,16.071678,15.445699,18.09032,19.237556,16.445915,19.548723,20.40933,17.34658,17.7103,20.795757,21.388117,19.513826,23.419266
reg029_A_cell.tiff,cell_29,19.620836,17.315317,16.469654,12.9352,16.430632,18.959324,16.74691,19.561213,18.835318,18.444487,16.71013,18.3526,20.32553,18.332973,22.765892
reg029_A_cell.tiff,cell_30,20.023527,16.202389,15.685774,12.113215,16.540985,18.596226,15.743199,19.963335,18.037657,17.87294,16.477287,18.482908,20.814104,16.730656,22.535643
reg029_A_cell.tiff,cell_31,20.580204,16.984358,18.286993,14.700076,17.439419,17.666044,18.46044,18.743414,20.330667,17.301998,17.613203,20.681156,21.26764,21.25618,23.77041
reg029_A_cell.tiff,cell_32,19.262136,17.57004,16.525757,13.332265,16.772879,18.093485,16.373512,18.753187,18.973267,17.457602,16.190561,18.828064,19.682596,19.124737,22.35598
reg029_A_cell.tiff,cell_33,19.358377,16.157887,15.045803,14.306546,16.346537,18.004961,14.919073,19.509752,18.639574,16.766294,16.935184,19.064363,20.264492,17.986813,22.772713
reg029_A_cell.tiff,cell_34,20.906862,20.48394,19.206059,23.487923,19.001154,19.312204,19.491154,18.683588,22.805693,19.120234,20.768063,22.486004,19.60526,23.106838,22.45544
reg029_A_cell.tiff,cell_35,23.213472,23.370327,21.775898,22.138565,22.135239,21.814123,21.101051,22.944336,21.891644,21.291225,18.407173,23.288897,22.683739,21.68972,24.359875
reg029_A_cell.tiff,cell_36,23.760834,20.604567,18.992403,21.834473,19.273273,22.419443,18.750607,20.225914,25.344635,20.274733,25.566135,24.919687,22.900297,23.31175,25.747965
reg029_A_cell.tiff,cell_38,20.279657,18.800098,18.02874,16.747202,18.399315,19.03875,18.388834,18.864582,20.78769,18.168348,17.284098,21.115114,20.420202,21.078915,22.801453
reg029_A_cell.tiff,cell_39,20.633627,19.713034,17.976679,21.379272,18.212278,18.88828,18.216871,18.86779,22.45776,17.685957,17.625303,20.611774,19.140224,20.330141,22.405771
reg029_A_cell.tiff,cell_40,21.496086,21.322777,18.171339,21.912811,19.734785,20.915672,18.883999,19.610056,22.187609,18.574656,18.528236,21.846735,19.814898,20.525612,22.392424
reg029_A_cell.tiff,cell_42,19.027693,16.312073,16.014036,15.050527,15.280219,18.438946,14.643885,19.036844,20.478146,17.247652,17.468744,19.460695,20.029415,20.003077,23.22886
reg029_A_cell.tiff,cell_43,20.378664,19.23518,17.230665,16.544989,19.493856,19.243134,17.267733,19.949396,20.595797,18.24408,17.34462,21.587433,21.39954,19.675432,23.4954
reg029_A_cell.tiff,cell_44,19.796284,18.924423,17.160221,15.80224,18.820078,19.632862,16.708632,20.081692,18.581284,17.65695,16.043617,21.114532,20.751492,18.668056,22.760098
reg029_A_cell.tiff,cell_45,22.243668,21.22663,18.449392,17.453619,21.850666,21.161453,18.714098,21.81445,22.783552,19.910946,20.629747,22.921429,23.42799,21.273027,24.462418
reg029_A_cell.tiff,cell_46,20.63702,19.935593,17.342611,17.722408,19.483679,19.230047,17.893814,19.625067,20.145805,18.081148,15.563623,21.185152,20.066208,20.600523,23.00782
reg029_A_cell.tiff,cell_47,21.6127,19.64726,18.159231,19.692616,19.050304,19.077726,18.556652,19.716963,21.956398,18.313105,16.595316,20.900301,20.33102,21.21492,23.207485
reg029_A_cell.tiff,cell_48,20.863474,18.56931,16.436377,15.705749,19.54644,19.449154,17.174612,21.031092,20.062834,18.390665,18.878681,21.058836,21.764252,18.761185,23.612165
reg029_A_cell.tiff,cell_49,21.046629,18.595663,18.600819,19.058302,18.45358,18.209133,18.58006,18.728855,21.454647,17.684134,15.387769,20.937607,20.509096,20.897911,23.191217
reg029_A_cell.tiff,cell_50,20.880432,17.907534,17.053621,16.929335,18.931969,18.702461,17.907267,19.393219,20.228445,17.541323,17.80346,21.547129,21.208744,19.63524,23.300299
reg029_A_cell.tiff,cell_51,21.276882,19.116493,18.42214,17.727942,18.773085,18.914778,19.026255,19.043818,21.18074,17.778044,16.003992,20.806664,20.47206,20.82936,23.484938
reg029_A_cell.tiff,cell_52,21.007933,18.362839,18.179464,16.967201,18.019108,18.9099,18.776674,18.541718,20.79213,17.143654,16.531408,20.425303,20.046513,20.692131,23.157452
reg029_A_cell.tiff,cell_53,21.354788,18.14716,18.141386,15.804649,18.220879,19.105148,18.073536,19.823717,19.433435,18.286983,16.214886,20.434458,21.64807,19.342712,23.7277
reg029_A_cell.tiff,cell_54,20.486498,17.5875,18.05159,16.78241,17.896753,18.263271,18.37822,18.251997,20.265299,16.77023,15.833515,20.10736,20.022413,20.5648,23.130669
reg029_A_cell.tiff,cell_55,20.101278,17.123692,17.988356,18.907656,16.928709,17.421446,18.802856,17.18855,21.142874,17.303719,16.649172,21.44039,19.592335,21.621937,22.918213
reg029_A_cell.tiff,cell_56,20.530882,17.10698,17.52992,19.031263,16.445326,17.793957,18.463749,17.060966,21.362532,16.976444,16.503603,20.605244,19.126177,21.69265,22.780233
reg029_A_cell.tiff,cell_57,20.433474,17.758884,16.179327,12.651289,18.031364,19.193953,15.60574,20.94648,18.131659,18.211615,16.452482,18.673473,21.566607,17.234577,23.45092
reg029_A_cell.tiff,cell_59,19.603651,17.708025,16.062662,14.286459,18.072348,18.680414,16.254553,19.597069,18.274897,17.206688,15.455671,19.49502,19.712765,18.76777,22.5435
reg029_A_cell.tiff,cell_60,19.685514,17.157635,16.685211,13.116257,17.925745,19.275656,15.923692,20.732018,18.1547,18.45818,15.990904,18.372208,20.89724,16.800592,22.516348
reg029_A_cell.tiff,cell_61,21.277218,18.521349,17.847582,15.280527,19.281439,19.760279,16.650185,20.424696,18.984467,18.52021,16.38425,19.892843,21.536478,18.294228,23.022482
reg029_A_cell.tiff,cell_62,20.0605,17.244476,17.429188,15.431216,18.334528,17.955849,16.89904,19.297512,20.707165,17.758064,17.740446,20.281946,21.364975,20.318546,23.510195
reg029_A_cell.tiff,cell_63,20.60736,17.59831,16.440994,14.49955,17.957592,19.035172,16.297552,20.141287,19.644197,17.568153,17.596714,21.073782,21.347488,18.61284,23.63856
reg029_A_cell.tiff,cell_64,19.832108,14.87404,15.068361,12.706287,15.297177,17.131731,15.017347,18.55216,19.02992,16.271534,18.076504,19.763645,20.838776,18.159058,23.115171
reg029_A_cell.tiff,cell_65,19.5038,14.614549,15.256888,13.94387,15.338225,16.535158,15.325951,17.864634,19.165154,15.64421,18.203264,20.420176,20.871344,18.684362,23.200836
reg029_A_cell.tiff,cell_66,19.919558,17.325577,15.942321,12.869041,17.10952,18.34862,16.407463,19.12641,18.835602,16.91677,17.66865,19.838394,20.232819,19.159002,22.761646
reg029_A_cell.tiff,cell_67,21.340363,21.147816,17.087526,14.752062,19.469717,20.900682,17.78984,20.592543,21.6086,19.697893,20.908625,22.199823,21.616901,21.468946,24.416908
reg029_A_cell.tiff,cell_68,21.90133,19.286497,18.667158,15.958342,19.062511,20.101915,18.795578,20.66419,20.509512,19.60097,17.995295,21.940998,21.845047,21.546015,24.313978
reg029_A_cell.tiff,cell_69,20.252277,20.908678,19.128366,15.1139555,18.368416,21.009483,18.301517,21.193825,20.98696,20.390387,17.25967,19.622965,20.539225,21.639545,23.636934
reg029_A_cell.tiff,cell_70,18.787085,18.499882,17.619162,14.735214,17.487875,18.49774,17.985264,17.929747,18.929632,17.698465,15.148398,19.002628,18.359896,21.501308,21.669872
reg029_A_cell.tiff,cell_71,20.798143,19.954554,19.462423,16.285679,19.346066,20.543507,18.822838,20.98481,20.8271,19.111567,16.27865,19.226316,20.628609,19.972937,23.138296
reg029_A_cell.tiff,cell_72,21.696442,20.651852,18.829605,17.3665,19.493053,20.944544,18.727402,21.34108,20.477423,18.813978,16.761335,19.856606,20.712301,19.624935,23.232758
reg029_A_cell.tiff,cell_73,21.396858,17.37684,17.369232,16.566755,17.487724,18.399591,18.231064,18.390427,19.422144,16.440695,17.8993,20.72778,20.687643,20.812788,23.701065
reg029_A_cell.tiff,cell_74,21.793453,20.326347,19.216469,19.682842,19.493685,20.852657,19.000546,20.644873,21.173464,18.957928,16.998257,20.892183,20.6736,20.40574,23.253971
reg029_A_cell.tiff,cell_76,20.366383,19.227777,18.00258,17.166376,18.44821,21.529676,16.657093,20.087873,22.051641,20.044136,18.333324,19.674026,20.726913,21.161278,23.56605
reg029_A_cell.tiff,cell_77,19.011969,19.452948,16.338545,13.621684,18.148638,20.523071,16.009987,20.950542,18.523676,19.101221,15.002934,17.836584,19.710663,19.917685,22.735853
reg029_A_cell.tiff,cell_78,20.396738,18.098763,17.172047,19.111725,15.718069,19.588705,16.004704,17.321358,22.112867,16.88668,19.900494,21.287184,20.38462,21.039068,22.76511
reg029_A_cell.tiff,cell_79,19.862629,16.713465,15.859616,18.665218,14.855042,18.54266,14.707634,16.486294,21.818928,16.481396,19.390188,21.649141,19.859686,20.737576,23.326403
reg029_A_cell.tiff,cell_80,19.408028,18.094133,17.267162,14.918212,17.88631,19.975016,16.7722,18.991966,19.927328,18.19832,16.787418,19.288996,19.947493,21.749964,22.83138
reg029_A_cell.tiff,cell_81,21.032148,20.049477,18.887608,17.162224,18.656982,20.539783,18.467201,20.832073,20.707668,18.26374,16.433678,19.532372,20.174675,19.46174,22.962975
reg029_A_cell.tiff,cell_82,21.170221,18.855635,17.67938,21.549053,19.029097,20.846851,17.26484,19.090906,23.274343,17.825762,20.207619,21.509409,20.893114,21.871872,23.594524
reg029_A_cell.tiff,cell_83,21.128445,16.71176,17.078882,19.981726,16.22969,20.258265,16.3507,17.080011,22.294853,15.388363,20.738344,22.09848,20.676931,21.199772,23.215773
reg029_A_cell.tiff,cell_85,20.710474,19.325958,17.402235,13.735907,18.56284,19.470156,18.601706,19.945992,19.945423,18.559025,16.79191,19.849731,20.742947,19.746817,23.128216
reg029_A_cell.tiff,cell_86,19.322876,18.842825,18.523489,16.116526,16.724764,21.411068,15.736478,19.552706,21.715338,19.648487,16.894348,19.229156,20.234821,19.755663,23.011217
reg029_A_cell.tiff,cell_87,20.626266,17.604546,17.477894,14.119948,17.261091,19.003838,19.166187,19.211023,20.07289,17.972094,18.28069,19.367834,20.073544,20.16938,23.198784
reg029_A_cell.tiff,cell_88,19.794939,17.21067,17.56457,14.810853,16.353697,18.858479,16.428562,18.944546,20.227398,18.566565,17.501019,19.311907,20.65388,19.309904,22.719906
reg029_A_cell.tiff,cell_89,20.074612,18.120575,18.297606,16.009315,16.590916,19.802343,17.486795,19.969627,21.69813,19.716038,18.092089,18.872953,20.5643,20.7599,23.400633
reg029_A_cell.tiff,cell_90,20.030275,19.072077,18.348927,14.057749,18.631048,20.332228,16.553879,19.833632,19.271265,19.210592,14.340233,17.75745,20.601797,19.206032,22.073555
reg029_A_cell.tiff,cell_91,19.48707,18.652277,16.943342,13.483466,17.21002,20.597057,15.433609,20.774935,19.626753,19.300842,16.029213,17.703796,20.921635,18.645485,23.093134
reg029_A_cell.tiff,cell_92,19.38697,18.790447,17.93866,13.615392,17.776754,20.1653,16.804684,20.592237,20.030914,19.512053,16.200209,17.833986,20.567286,19.196274,22.753494
reg029_A_cell.tiff,cell_93,20.984287,20.559181,19.095757,17.002607,18.661901,21.534134,18.008701,20.589682,21.693636,20.310507,18.940943,20.77663,21.16192,21.287146,23.67313
reg029_A_cell.tiff,cell_94,21.06467,20.226332,18.725147,16.302822,19.05726,20.908514,17.960358,20.274239,21.192312,19.833424,19.135458,21.287197,21.486664,21.067223,23.691307
reg029_A_cell.tiff,cell_95,20.322142,18.36389,19.182066,15.855874,16.239166,19.57555,16.88095,18.222017,21.499567,19.26565,16.729692,20.056211,20.312355,20.326704,22.781782
reg029_A_cell.tiff,cell_96,18.374487,17.01647,13.372334,15.507928,13.19077,18.268309,13.593498,16.551086,20.956467,16.01307,19.43,21.265167,17.883139,19.001968,22.104055
reg029_A_cell.tiff,cell_97,19.122831,17.292917,18.507862,15.513114,13.537253,18.054174,16.363672,17.906807,21.41248,18.091436,16.753963,19.500753,19.666054,20.561836,23.034073
reg029_A_cell.tiff,cell_98,19.33293,17.47299,16.655514,15.651262,14.629409,19.3699,15.18159,18.719599,22.323198,17.985924,19.811232,20.166218,20.020664,20.306593,23.443615
reg029_A_cell.tiff,cell_99,19.654547,16.673151,17.228607,16.949677,14.034572,19.541473,15.352796,16.675604,21.680424,16.774261,18.338905,20.16288,19.403687,19.206442,22.491997
reg029_A_cell.tiff,cell_100,18.107754,15.745838,14.466374,13.341107,14.669852,17.561914,12.837786,18.603897,17.838963,16.687029,14.427801,17.93459,19.681433,17.42405,22.103758
reg029_A_cell.tiff,cell_101,19.84817,18.538797,17.58481,14.244116,17.192842,19.331465,17.183773,18.95283,19.180592,18.007248,15.14941,18.880495,19.791689,19.895672,22.585445
reg029_A_cell.tiff,cell_102,17.873531,18.05499,15.665189,14.079341,16.178139,19.214397,15.343419,18.545727,18.704266,18.049564,15.210201,18.335257,18.572277,20.5473,21.79583
reg029_A_cell.tiff,cell_103,19.226803,16.977196,16.497461,16.470879,16.261059,18.354267,17.381966,16.992624,19.527205,17.238817,16.369118,19.713415,19.239426,21.774082,22.450104
reg029_A_cell.tiff,cell_104,19.336754,18.06374,18.075027,17.956106,17.368076,19.429358,18.348158,18.075275,21.748507,18.260155,17.578577,20.104155,19.47525,23.001019,23.056744
reg029_A_cell.tiff,cell_105,19.185566,17.627333,17.100073,18.740343,16.00448,18.343569,17.476168,16.212578,21.10788,16.582766,16.265202,21.058216,18.967228,22.138086,22.534367
reg029_A_cell.tiff,cell_108,20.058834,18.081686,17.820307,19.746109,17.19824,19.371939,16.756884,17.720064,22.176914,17.911964,17.775227,20.592955,19.933573,22.093523,23.168917
reg029_A_cell.tiff,cell_109,20.504726,17.589287,16.996141,22.269955,16.579897,19.115643,17.04608,17.003149,23.637934,17.745049,21.731028,22.423435,20.370846,23.592031,23.66348
reg029_A_cell.tiff,cell_110,20.712206,19.381605,18.260124,21.303679,18.333488,18.887989,18.218655,18.743984,22.324139,17.762138,17.156485,21.058441,19.335133,20.18741,22.41883
reg029_A_cell.tiff,cell_111,20.71626,19.481155,17.33852,21.370707,17.495663,18.841002,17.893087,18.191067,22.27044,17.223246,17.568949,20.214367,18.68004,19.764305,21.558275
reg029_A_cell.tiff,cell_112,23.013487,23.29798,21.962345,19.944345,21.08517,23.663658,19.498362,22.726686,23.629656,23.345892,19.378439,22.207232,23.60793,22.38772,25.254522
reg029_A_cell.tiff,cell_113,20.458183,19.049526,16.912798,18.887318,18.019203,18.45764,17.893047,18.335903,21.57807,17.133402,17.083101,20.495977,18.649216,20.331524,22.175528
reg029_A_cell.tiff,cell_114,19.875116,18.141474,14.64736,17.349554,16.168428,20.523602,14.779865,17.245487,22.454044,17.911592,21.013872,20.610447,19.422714,20.723362,22.943548
reg029_A_cell.tiff,cell_115,19.843079,18.99502,16.001616,16.990807,17.558302,20.285698,15.04868,19.374495,21.407642,18.459734,18.710611,21.127842,20.488068,20.432903,23.54365
reg029_A_cell.tiff,cell_116,21.398762,18.636305,16.584246,19.455816,16.36218,20.581682,16.56052,17.889154,22.772713,17.885569,22.541845,23.14123,20.311394,21.188671,23.642052
reg029_A_cell.tiff,cell_117,20.846098,16.582203,15.954438,17.423498,15.783619,18.979927,15.84051,18.105639,21.895834,17.681065,20.305252,21.282831,21.30072,21.845942,24.160242
reg029_A_cell.tiff,cell_118,21.157156,19.608463,18.10307,17.12211,18.190447,20.953854,16.78109,20.205793,21.624424,19.725746,19.076674,20.63642,21.278217,20.693169,23.91796
reg029_A_cell.tiff,cell_119,20.90352,17.932734,19.135845,14.847206,17.807745,20.415918,18.062881,20.010027,20.867027,19.876781,16.919353,19.253473,21.21593,19.897789,23.974747
reg029_A_cell.tiff,cell_120,19.968786,18.890795,17.45723,16.435562,16.246231,19.994167,15.679642,19.227148,20.95478,18.425888,18.108116,20.165884,20.161043,19.420696,22.541462
reg029_A_cell.tiff,cell_121,19.880667,18.703798,19.306494,17.0813,16.00998,20.700464,17.368948,19.182617,22.080044,19.651144,16.903124,19.723839,19.71054,21.025211,23.194956
reg029_A_cell.tiff,cell_122,18.642262,19.377218,15.663251,13.0889845,16.70645,19.924095,16.442545,19.22382,20.463293,18.671286,17.902214,18.874805,18.165491,20.938614,22.416176
reg029_A_cell.tiff,cell_123,17.751432,16.057085,14.940093,15.137063,12.113419,17.077051,15.35987,15.532702,20.93785,15.928851,19.04768,20.621464,17.124357,20.468658,22.04654
reg029_A_cell.tiff,cell_124,20.497274,19.124622,18.03564,17.35177,18.046623,21.766623,16.612082,20.002104,22.391996,19.554932,19.161436,20.398706,21.268175,21.138512,23.92162
reg029_A_cell.tiff,cell_125,19.774137,16.629704,16.202261,18.53718,14.6100855,19.628254,14.805599,16.940233,22.343458,16.821596,20.296707,20.19656,19.925077,19.766481,22.645922
reg029_A_cell.tiff,cell_126,21.083233,19.069305,18.927755,19.649424,17.722687,20.867834,18.376915,19.202208,23.571775,19.344984,20.220318,21.173807,20.535933,23.796965,24.20803
reg029_A_cell.tiff,cell_127,19.366186,18.002878,16.214537,15.510856,15.174124,20.562428,14.253463,17.94815,20.98311,18.07999,17.98638,19.819427,19.849043,18.519585,22.814178
reg029_A_cell.tiff,cell_128,19.401201,18.824127,16.843756,16.068892,15.900149,20.23393,17.044052,18.705124,21.66414,18.065626,19.422153,19.858633,18.982855,22.029026,22.965614
reg029_A_cell.tiff,cell_129,19.314684,19.270283,17.759386,14.220493,17.574726,20.209784,16.49174,20.192196,19.688679,18.764454,16.18926,19.019434,20.112291,20.348475,22.872293
reg029_A_cell.tiff,cell_130,21.805935,17.457476,17.809607,20.508575,16.264465,20.59919,16.229067,18.41873,22.796476,16.698225,20.499985,22.008919,21.580263,21.3765,23.820389
reg029_A_cell.tiff,cell_131,19.8538,19.254034,17.472536,15.8289385,17.19029,20.867416,17.086773,20.46342,20.826925,19.83995,18.471006,19.431757,20.318075,21.803852,23.588623
reg029_A_cell.tiff,cell_132,19.323837,16.704256,16.973837,18.95547,14.795117,18.879972,15.692155,16.20166,21.722208,15.482868,18.875916,20.850073,19.295538,21.012217,21.73513
reg029_A_cell.tiff,cell_134,21.186804,20.857336,20.02619,19.661242,19.769281,20.880991,19.328749,20.444765,21.55436,19.594372,18.459295,21.173193,20.826687,22.347559,23.101948
reg029_A_cell.tiff,cell_135,23.825836,23.824928,21.447355,23.16132,23.21015,22.08789,20.734447,23.845081,22.038782,21.581062,19.309454,23.85608,23.151571,21.726498,24.349483
reg029_A_cell.tiff,cell_136,20.752916,20.917135,19.946007,19.819912,19.957256,21.016083,19.101185,19.698538,22.415066,19.927841,18.541262,20.788927,20.638437,23.195452,22.931498
reg029_A_cell.tiff,cell_137,21.176695,20.480333,20.704432,19.629744,19.487408,20.85958,19.58235,20.31174,21.95248,19.736761,17.977013,20.984966,21.043413,22.141844,23.578285
reg029_A_cell.tiff,cell_138,20.96195,20.797977,18.206331,15.738578,20.078974,20.876524,17.689653,21.310188,20.64713,19.265362,18.23403,22.111729,21.568958,20.028591,23.461311
reg029_A_cell.tiff,cell_139,20.922268,21.714396,18.566319,19.292294,20.976892,20.957302,18.550123,20.725286,20.454512,19.357916,17.273989,22.117044,20.825968,20.763815,22.536125
reg029_A_cell.tiff,cell_140,19.854218,18.50009,18.583426,19.00674,16.834803,19.499674,17.570257,17.696968,21.799732,17.879385,18.009474,20.188,19.272602,22.510227,22.32328
reg029_A_cell.tiff,cell_141,21.606441,21.169712,19.019676,17.246052,20.225422,21.107111,18.564756,21.459549,20.924454,19.991636,17.98864,22.086786,21.804724,20.557114,23.521393
reg029_A_cell.tiff,cell_142,22.52588,21.160986,19.250973,18.408882,21.350418,20.80254,19.740585,22.183504,22.486494,20.175528,20.740862,23.367304,22.931746,21.768711,24.865196
reg029_A_cell.tiff,cell_143,19.69786,18.26791,17.68927,19.069454,16.495857,20.108543,16.65534,17.700768,22.463844,18.00923,18.348783,20.717035,19.551329,21.964321,23.13965
reg029_A_cell.tiff,cell_144,21.13945,19.805601,18.16837,16.721895,19.832771,20.028536,18.038616,20.307705,19.538038,18.39476,15.503327,20.939253,20.780476,19.934275,23.234282
reg029_A_cell.tiff,cell_145,21.101044,19.70611,17.597723,17.125988,20.062857,20.272709,17.731941,21.385426,20.813147,19.22279,18.16686,21.351849,21.791319,19.075712,23.467913
reg029_A_cell.tiff,cell_146,20.682472,17.448423,16.467863,16.887997,17.716017,18.187357,16.604158,19.302917,22.142014,18.555887,19.8449,21.733246,22.050344,21.374807,24.54242
reg029_A_cell.tiff,cell_147,20.698864,18.462965,16.126148,16.161543,18.27543,18.50913,16.750227,19.681395,21.660765,18.748266,20.162947,21.692623,21.841251,20.712545,24.112402
reg029_A_cell.tiff,cell_148,21.400158,20.634895,17.90632,16.923285,20.597967,20.573517,18.460766,21.392445,21.38144,19.600864,18.97685,22.12822,21.638836,20.316782,23.671127
reg029_A_cell.tiff,cell_149,21.441914,20.477911,16.373358,15.580567,19.752598,20.828756,17.706976,21.78927,20.445538,19.76776,19.558155,21.664776,21.554953,19.077854,23.66565
reg029_A_cell.tiff,cell_150,20.684406,20.455845,16.67073,15.323527,21.07304,20.915815,17.19086,21.625233,19.58917,19.256258,17.939737,19.912441,21.4157,18.220669,22.660238
reg029_A_cell.tiff,cell_151,20.224216,16.647797,15.339102,15.825212,16.471092,18.091612,14.785297,19.670315,21.438988,18.432642,20.032326,20.847256,22.059685,20.585934,24.312912
reg029_A_cell.tiff,cell_152,21.357908,19.984,16.549232,15.226362,20.375378,20.877832,17.388065,21.818104,20.355371,18.957556,18.48145,20.789715,21.60243,18.320217,23.44949
reg029_A_cell.tiff,cell_153,19.973934,19.39696,17.146196,15.512738,18.539133,19.189995,16.740501,20.014502,19.569868,17.963919,14.58301,19.566118,20.279215,19.670044,22.577944
reg029_A_cell.tiff,cell_154,21.904203,20.271128,17.4697,15.57683,20.666134,21.242142,17.904667,22.738668,20.465971,19.63617,18.527302,21.20006,23.298052,18.345907,24.455606
reg029_A_cell.tiff,cell_155,21.242464,18.665926,16.59122,15.3224945,19.471745,19.52795,16.987106,21.07201,19.24247,18.53453,16.73614,21.005484,22.28168,18.299171,23.773113
